"accession","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659916997|emb|CDP49624.1|",6.92836713405694,6.79252307382384,6.57984642042766,7.31581661499915,7.08843736614416,7.28784085142351,"c338.a1.a1",0.0201917903124499,0.0765440417073264,"gi|659916997|emb|CDP49624.1| Seryl-tRNA synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",2.83266449390113,3,5,3,7,6,7,"c338.a1.a1","OK",0.103490932984116,0.342407143987446,"gi|659916997|emb|CDP49624.1| Seryl-tRNA synthetase [Propionibacterium freudenreichii subsp. freudenreichii]",1.81818181818182
"gi|659917001|emb|CDP49628.1|",5.99775021495239,6.49246257231965,6.5202368492276,6.38981513517945,6.43743225104619,5.99775021495239,"c471.a1.a1",0.792263167331028,0.877859455820725,"gi|659917001|emb|CDP49628.1| Hypothetical protein PFCIRM129_01220 [Propionibacterium freudenreichii subsp. freudenreichii]",0.83422883508593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917009|emb|CDP49613.1|",7.13751892650681,7.36086650927142,7.44088387931311,7.66078276670595,7.64546906887256,7.52101809617788,"c242.a1.a1",0.0427691243038985,0.136798895998333,"gi|659917009|emb|CDP49613.1| NADPH:quinone reductase and related Zn-dependent oxidoreductases [Propionibacterium freudenreichii subsp. freudenreichii]",1.91646910833765,5,7,7,12,10,9,"c242.a1.a1","OK",0.088124425406637,0.30371453756216,"gi|659917009|emb|CDP49613.1| NADPH:quinone reductase and related Zn-dependent oxidoreductases [Propionibacterium freudenreichii subsp. freudenreichii]",1.63157894736842
"gi|659917010|emb|CDP49614.1|",8.07561141162205,7.92700516101254,8.13749365967942,9.14593840406306,9.17323933840395,9.16523676799957,"b20.a1.a1",5.9852782971127e-05,0.00483728899470646,"gi|659917010|emb|CDP49614.1| Argininosuccinate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",12.7719042560631,23,31,24,60,58,60,"b20.a1.a1","OK",2.38583685679026e-10,1.97342791440223e-08,"gi|659917010|emb|CDP49614.1| Argininosuccinate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",2.28205128205128
"gi|659917011|emb|CDP49615.1|",9.15990066492761,9.02678976163818,8.80105948064652,8.34132777815418,8.21311892599087,8.3266647739379,"c149.a1.a1",0.00333492517842197,0.0234301870619438,"gi|659917011|emb|CDP49615.1| Cell envelope-related function transcriptional attenuator common domain [Propionibacterium freudenreichii subsp. freudenreichii]",0.189402087859863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917014|emb|CDP49618.1|",7.96804727752021,8.00325930856098,6.94393441005299,7.8606487740528,8.18871300417982,7.34245901943883,"c355.a1.a1",0.728053674218601,0.831242383950371,"gi|659917014|emb|CDP49618.1| extracellular protein without function [Propionibacterium freudenreichii subsp. freudenreichii]",1.22982654410698,5,4,6,9,9,8,"c355.a1.a1","OK",0.0839000150881192,0.294103106418317,"gi|659917014|emb|CDP49618.1| extracellular protein without function [Propionibacterium freudenreichii subsp. freudenreichii]",1.73333333333333
"gi|659917019|emb|CDP49611.1|",6.90407500028731,6.89833566506073,7.1964534463831,6.9446243233267,7.31968329163455,6.69840222347392,"c468.a1.a1",0.956092359903629,0.983215547418626,"gi|659917019|emb|CDP49611.1| Cell envelope-related transcriptional attenuator [Propionibacterium freudenreichii subsp. freudenreichii]",1.0955092038532,3,4,5,5,3,3,"c468.a1.a1","OK",0.834801667160386,0.91028495461161,"gi|659917019|emb|CDP49611.1| Cell envelope-related transcriptional attenuator [Propionibacterium freudenreichii subsp. freudenreichii]",0.916666666666667
"gi|659917025|emb|CDP49592.1|",9.08471549258412,8.99396296187246,8.78417535769586,8.18358773347525,8.24303073295516,8.30199254458198,"c302.a1.a1",0.0017234639937878,0.0160564282824091,"gi|659917025|emb|CDP49592.1| Cytochrome d ubiquinol oxidase subunit I [Propionibacterium freudenreichii subsp. freudenreichii]",0.187921338402773,8,9,8,9,8,9,"c302.a1.a1","OK",0.888634315739497,0.9171466467258,"gi|659917025|emb|CDP49592.1| Cytochrome d ubiquinol oxidase subunit I [Propionibacterium freudenreichii subsp. freudenreichii]",1.04
"gi|659917035|emb|CDP49602.1|",6.53271164460539,6.92600051395064,7.11801611250261,7.25664542324628,7.57856641777043,5.72181785285769,"c383.a1.a1",0.991767636653561,0.995199358579698,"gi|659917035|emb|CDP49602.1| ATP binding protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",2.26222714677289,3,4,4,7,6,4,"c383.a1.a1","OK",0.254992969410821,0.592068074673319,"gi|659917035|emb|CDP49602.1| ATP binding protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.54545454545455
"gi|659917036|emb|CDP49603.1|",7.60965465577631,7.53276443194969,7.33432180811419,7.67626053106854,7.54385322587082,7.86242339785718,"c229.a1.a1",0.177518071512488,0.353816087550664,"gi|659917036|emb|CDP49603.1| ABC transporter permease [Propionibacterium freudenreichii subsp. freudenreichii]",1.61083524673375,8,10,10,12,12,12,"c229.a1.a1","OK",0.316677233925205,0.666749521609796,"gi|659917036|emb|CDP49603.1| ABC transporter permease [Propionibacterium freudenreichii subsp. freudenreichii]",1.28571428571429
"gi|659917039|emb|CDP49606.1|",7.23613414995569,7.4359687339959,7.55492317536077,7.61017075914752,8.18523778514685,6.13616797380762,"c305.a1.a1",0.880965296190905,0.940994239025276,"gi|659917039|emb|CDP49606.1| Shikimate 5-dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",2.42936047675532,5,6,7,9,9,7,"c305.a1.a1","OK",0.284677767502686,0.633955489938674,"gi|659917039|emb|CDP49606.1| Shikimate 5-dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.38888888888889
"gi|659917040|emb|CDP49607.1|",5.7212968824374,6.24765443465725,6.67436958074826,6.32061539565905,7.29540339576813,4.59077809417893,"c559.a1.a1",0.870505922192261,0.93325958386601,"gi|659917040|emb|CDP49607.1| Glycerophosphoryl diester phosphodiesterase [Propionibacterium freudenreichii subsp. freudenreichii]",3.1160454943393,1,3,4,3,4,2,"c559.a1.a1","OK",0.808310906061213,0.91028495461161,"gi|659917040|emb|CDP49607.1| Glycerophosphoryl diester phosphodiesterase [Propionibacterium freudenreichii subsp. freudenreichii]",1.125
"gi|659917047|emb|CDP49562.1|",8.01978929117551,7.97803303490548,7.9777264637893,7.43020349756575,7.38928260079988,7.43028514158343,"c374.a1.a1",7.91715627263425e-06,0.00175249691420142,"gi|659917047|emb|CDP49562.1| sugar transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.265895755784365,5,6,6,6,4,4,"c374.a1.a1","OK",0.589722756291899,0.853841547499271,"gi|659917047|emb|CDP49562.1| sugar transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.823529411764706
"gi|659917053|emb|CDP49568.1|",8.57987688950935,8.92173446230681,8.92445296203652,7.98904656721756,8.74677319370944,7.62948380173124,"c192.a1.a1",0.120098038729168,0.275323567047105,"gi|659917053|emb|CDP49568.1| Polyphosphate glucokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.33971877999087,12,20,20,18,16,7,"c192.a1.a1","OK",0.25346092453576,0.592068074673319,"gi|659917053|emb|CDP49568.1| Polyphosphate glucokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.788461538461538
"gi|659917054|emb|CDP49569.1|",7.48071192798743,7.84498229361335,7.79053326484484,8.57129524089212,8.55138917517067,8.33821937142745,"c111.a1.a1",0.00451698260674894,0.0294365158642066,"gi|659917054|emb|CDP49569.1| ABC transporter, binding lipoprotein [Propionibacterium freudenreichii subsp. freudenreichii]",5.84368353581374,8,12,10,29,20,22,"c111.a1.a1","OK",3.48373200806066e-05,0.000747066975061898,"gi|659917054|emb|CDP49569.1| ABC transporter, binding lipoprotein [Propionibacterium freudenreichii subsp. freudenreichii]",2.36666666666667
"gi|659917060|emb|CDP49575.1|",8.00835885472735,8.12353394095529,8.27228813753059,7.6711953949917,8.40939570430119,6.96083729097986,"c213.a1.a1",0.345469253088369,0.525911198927176,"gi|659917060|emb|CDP49575.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.740980628661935,7,11,11,12,11,7,"c213.a1.a1","OK",0.896414501668016,0.918626542417312,"gi|659917060|emb|CDP49575.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.03448275862069
"gi|659917063|emb|CDP49578.1|",7.52452385696659,7.97490082570898,8.07144336072798,6.7368906805547,7.00310997615458,7.06568194818961,"c253.a1.a1",0.00935274904349918,0.0477470499725345,"gi|659917063|emb|CDP49578.1| Electron transfer flavoprotein-quinone oxidoreductase (FixC protein) [Propionibacterium freudenreichii subsp. freudenreichii]",0.11053324800493,7,8,9,7,3,5,"c253.a1.a1","OK",0.147708093432972,0.434914114131628,"gi|659917063|emb|CDP49578.1| Electron transfer flavoprotein-quinone oxidoreductase (FixC protein) [Propionibacterium freudenreichii subsp. freudenreichii]",0.625
"gi|659917078|emb|CDP49531.1|",6.55460150389698,7.64453220878037,7.96938254923816,7.26018881288976,8.16027589896916,7.55856959435865,"c303.a1.a1",0.619748651288263,0.742992898195344,"gi|659917078|emb|CDP49531.1| Putative purine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.41267377166856,4,8,7,6,10,10,"c303.a1.a1","OK",0.295736031869076,0.648194086750618,"gi|659917078|emb|CDP49531.1| Putative purine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.36842105263158
"gi|659917082|emb|CDP49535.1|",8.15473581288427,8.29806988497027,8.60922343896017,8.39591233629017,8.61816197489217,7.7440667347447,"c112.a1.a1",0.748283056532903,0.849323234420908,"gi|659917082|emb|CDP49535.1| cysteine synthase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",0.961661332115408,11,18,19,22,19,19,"c112.a1.a1","OK",0.247724602669063,0.586320626330285,"gi|659917082|emb|CDP49535.1| cysteine synthase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",1.25
"gi|659917086|emb|CDP49539.1|",8.13408535020567,8.33048516429863,8.35024594947526,7.80115287259976,7.62723042689014,7.76113731705794,"c236.a1.a1",0.00335142064949678,0.0234301870619438,"gi|659917086|emb|CDP49539.1| glycine betaine/choline Binding protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.28447160671606,8,14,13,12,11,13,"c236.a1.a1","OK",0.905528780947859,0.919826603804931,"gi|659917086|emb|CDP49539.1| glycine betaine/choline Binding protein of ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.02857142857143
"gi|659917089|emb|CDP49542.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,1,0,"c533.a1.a1","OK",0.0274881593735077,0.133744909892949,"gi|659917089|emb|CDP49542.1| major facilitator superfamily [Propionibacterium freudenreichii subsp. freudenreichii]",0.272727272727273
"gi|659917091|emb|CDP49544.1|",8.3468160348236,8.21792507323732,8.00567036061575,7.20048341381026,6.8901466549066,7.11895359009271,"c230.a1.a1",0.00118728962549938,0.014576704738301,"gi|659917091|emb|CDP49544.1| Carbon starvation protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.0752631674526676,12,12,12,9,6,7,"c230.a1.a1","OK",0.0646880729621554,0.257768228687534,"gi|659917091|emb|CDP49544.1| Carbon starvation protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.611111111111111
"gi|659917098|emb|CDP49551.1|",6.92754204671889,7.11911519438671,7.13805271845813,6.99542687674232,6.70001545340636,6.94936265606724,"c419.a1.a1",0.188806899665959,0.366247497679787,"gi|659917098|emb|CDP49551.1| DadA, Glycine/D-amino acid oxidases [Propionibacterium freudenreichii subsp. freudenreichii]",0.673245327917241,4,4,6,6,5,4,"c419.a1.a1","OK",0.852669247886317,0.913880409076629,"gi|659917098|emb|CDP49551.1| DadA, Glycine/D-amino acid oxidases [Propionibacterium freudenreichii subsp. freudenreichii]",1.07142857142857
"gi|659917099|emb|CDP49552.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,5,5,"c469.a1.a1","OK",0.00920418114286281,0.0543798049154853,"gi|659917099|emb|CDP49552.1| thiamine-phosphate pyrophosphorylase [Propionibacterium freudenreichii subsp. freudenreichii]",3.75
"gi|659917105|emb|CDP49558.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,1,"c590.a1.a1","OK",0.781406071867712,0.91028495461161,"gi|659917105|emb|CDP49558.1| Transcriptional regulator (Glycerol uptake operon antiterminator regulatory protein) [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659917111|emb|CDP49524.1|",7.33107667405502,7.5736460115757,7.80962655463065,7.58104867796551,7.83385766684391,7.51663306042893,"c276.a1.a1",0.689908994483288,0.801898230060735,"gi|659917111|emb|CDP49524.1| UDP-glucose 4-epimerase [Propionibacterium freudenreichii subsp. freudenreichii]",1.1277892295088,6,10,10,11,7,5,"c276.a1.a1","OK",0.668137571012072,0.887182734125555,"gi|659917111|emb|CDP49524.1| UDP-glucose 4-epimerase [Propionibacterium freudenreichii subsp. freudenreichii]",0.884615384615385
"gi|659917113|emb|CDP49526.1|",8.42540385015976,8.54761121950903,8.4319526342181,8.68253495256113,8.895058517248,8.71228581914199,"b21.a1.a1",0.0189177451933158,0.0735006988288409,"gi|659917113|emb|CDP49526.1| Beta-galactosidase (Lactase) LacZ [Propionibacterium freudenreichii subsp. freudenreichii]",2.00363578098304,17,20,12,57,49,52,"b21.a1.a1","OK",7.7579428893036e-15,2.24592446645339e-12,"gi|659917113|emb|CDP49526.1| Beta-galactosidase (Lactase) LacZ [Propionibacterium freudenreichii subsp. freudenreichii]",3.22448979591837
"gi|659917120|emb|CDP49497.1|",9.02647612256663,8.46055608805227,8.24820510053304,9.23136875198288,9.23213161155886,9.34750087669598,"a6.a1.a1",0.0424433279710881,0.136761834573506,"gi|659917120|emb|CDP49497.1| internaline A [Propionibacterium freudenreichii subsp. freudenreichii]",3.68677875115979,30,48,42,73,69,73,"a6.a1.a1","OK",1.72997112411347e-07,8.34711067384751e-06,"gi|659917120|emb|CDP49497.1| internaline A [Propionibacterium freudenreichii subsp. freudenreichii]",1.79166666666667
"gi|659917123|emb|CDP49500.1|",7.03068462706353,7.20410844605564,6.86026797565733,6.96403733579915,6.83290948135461,6.91145716243231,"c319.a1.a1",0.292124954275519,0.468045506850278,"gi|659917123|emb|CDP49500.1| Hypothetical protein PFCIRM129_12250 [Propionibacterium freudenreichii subsp. freudenreichii]",0.71120738271931,4,5,3,8,6,6,"c319.a1.a1","OK",0.155098915827486,0.449011361320571,"gi|659917123|emb|CDP49500.1| Hypothetical protein PFCIRM129_12250 [Propionibacterium freudenreichii subsp. freudenreichii]",1.66666666666667
"gi|659917125|emb|CDP49502.1|",7.57362582929636,7.76232708305346,7.95678001699226,7.52761141212088,7.87613972506842,6.4650835868566,"c328.a1.a1",0.340005398435119,0.518955608137812,"gi|659917125|emb|CDP49502.1| GPI mannosyltransferase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",0.601591064724031,4,9,10,10,10,5,"c328.a1.a1","OK",0.772798009785871,0.91028495461161,"gi|659917125|emb|CDP49502.1| GPI mannosyltransferase 2 [Propionibacterium freudenreichii subsp. freudenreichii]",1.08695652173913
"gi|659917127|emb|CDP49504.1|",10.0549353075798,9.95008118897355,9.88197974988232,9.21478164007901,9.17667647054303,9.20323603360299,"b15.a1.a1",0.000120630731484277,0.00698182694480372,"gi|659917127|emb|CDP49504.1| penicillin-binding protein (peptidoglycan glycosyltransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.169943323054486,50,67,63,65,58,61,"b15.a1.a1","OK",0.833933767219411,0.91028495461161,"gi|659917127|emb|CDP49504.1| penicillin-binding protein (peptidoglycan glycosyltransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.02222222222222
"gi|659917128|emb|CDP49505.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,3,3,"c597.a1.a1","OK",0.124619494554299,0.392145039929017,"gi|659917128|emb|CDP49505.1| Hypothetical protein PFCIRM129_12275 [Propionibacterium freudenreichii subsp. freudenreichii]",2.66666666666667
"gi|659917133|emb|CDP49510.1|",7.36756302590766,7.43887152844177,6.87243713131105,7.97063226756839,8.17931355730807,7.93428222508621,"c227.a1.a1",0.0144073622468192,0.0627577805645526,"gi|659917133|emb|CDP49510.1| Cytochrome P450 (Heme-thiolate monooxygenase) [Propionibacterium freudenreichii subsp. freudenreichii]",5.6757234275414,6,9,7,9,8,11,"c227.a1.a1","OK",0.395574394690173,0.738830885566484,"gi|659917133|emb|CDP49510.1| Cytochrome P450 (Heme-thiolate monooxygenase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.27272727272727
"gi|659917134|emb|CDP49511.1|",7.19101989789511,6.87995102680505,7.43118091459649,7.07799403151028,7.55728060126644,5.48768761360763,"c345.a1.a1",0.515680761168198,0.664655203283456,"gi|659917134|emb|CDP49511.1| Aldo/keto reductases, related to diketogulonate reductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.965221501399221,3,3,3,8,8,6,"c345.a1.a1","OK",0.0177179004588185,0.09411618684088,"gi|659917134|emb|CDP49511.1| Aldo/keto reductases, related to diketogulonate reductase [Propionibacterium freudenreichii subsp. freudenreichii]",2.44444444444444
"gi|659917135|emb|CDP49512.1|",7.7340292096873,7.62647286858631,7.39725920047839,8.34545262074343,8.24020515361221,8.36769214465764,"c622.a1.a1",0.00237453467153602,0.0202533839631013,"gi|659917135|emb|CDP49512.1| Hypothetical protein PFCIRM129_12315 [Propionibacterium freudenreichii subsp. freudenreichii]",5.17448069722929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917138|emb|CDP49515.1|",6.83353937736421,6.94376443375691,6.6528430956272,6.77742648056046,6.56982731080706,6.83931328511601,"c603.a1.a1",0.527942512172932,0.671107805501727,"gi|659917138|emb|CDP49515.1| Xanthine/uracil permease [Propionibacterium freudenreichii subsp. freudenreichii]",0.826521359391763,2,2,1,3,2,2,"c603.a1.a1","OK",0.562791464596294,0.853797602816277,"gi|659917138|emb|CDP49515.1| Xanthine/uracil permease [Propionibacterium freudenreichii subsp. freudenreichii]",1.4
"gi|659917150|emb|CDP49458.1|",8.94852567509648,9.09372391060512,9.1789376547057,8.03761853959686,8.02884326703177,8.17378780068754,"c406.a1.a1",0.000266209047075493,0.00857784707243254,"gi|659917150|emb|CDP49458.1| Membrane protein, Transporter, MFS superfamily [Propionibacterium freudenreichii subsp. freudenreichii]",0.100336891546089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917162|emb|CDP49470.1|",7.80370060231469,8.12705602174663,8.38183802468288,7.55643218165819,8.1964591165337,5.73999045926647,"c214.a1.a1",0.280850587026031,0.458854480211544,"gi|659917162|emb|CDP49470.1| dehydrogenase/reductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.44185461688688,13,15,16,17,15,8,"c214.a1.a1","OK",0.662460711435274,0.887182734125555,"gi|659917162|emb|CDP49470.1| dehydrogenase/reductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.909090909090909
"gi|659917175|emb|CDP49483.1|",7.08698483166525,6.78354986302488,6.51127308848573,6.41558897275654,5.91120818638543,6.33260540905026,"c692.a1.a1",0.0655619478540101,0.182725864902128,"gi|659917175|emb|CDP49483.1| Extracellular solute-binding protein precursor [Propionibacterium freudenreichii subsp. freudenreichii]",0.258593890285569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917179|emb|CDP49487.1|",6.30920210368812,6.67402768124794,7.30788540959541,6.5478663103435,7.13128028364695,6.75708135339806,"c584.a1.a1",0.893124034630738,0.945631475375253,"gi|659917179|emb|CDP49487.1| 50S ribosomal protein L9 [Propionibacterium freudenreichii subsp. freudenreichii]",0.841154735026022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
